Name,Calories,Carbohydrates,Protein,Fats,Free Sugar,Fibre,Sodium,Calcium,Iron,Vitamin C
Peanut Butter - Sundrop,645.0,15.2,26.8,55.0,11.7,7.8,0.538,0.0,0.0,0.0
Corn flakes - Kelloggs - 475 g,1.0,86.9,6.7,1.0,9.2,2.5,1.225,0.0,0.0,0.0
Amul kool Cofe - 200 ml,837.0,23.8,6.0,9.0,23.8,0.0,0.2,0.0,0.0,0.0
Pre-workout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peanut butter,2.0,18.8,26.35,50.02,7.89,0.0,0.915,0.0,0.0,0.0
Salted peanuts - Haldiram's - 200g,2.0,18.5,26.0,48.0,0.5,0.0,1.825,0.0,0.0,0.0
Peanut Butter Crunchy - Dr. Oetker FUNFOODS - 400g,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0
Kelloggs Muesli With 20% Nuts Delight - 400g,1.0,3.2,78.7,6.5,1.7,0.0,21.5,0.0,0.0,0.0
Munch - nestle - 10.4g,544.0,19.0,10.0,6.0,11.0,5.0,0.0,0.0,0.0,0.0
Strawberry et Cream,205.0,12.2,1.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0
Corn Flakes Original - kellogg - 30g,1.0,86.9,6.7,1.0,9.2,2.5,0.0,0.0,0.0,0.0
Haldiram Lite Chiwda - Haldiram's - 200 g,2.0,56.34,8.02,31.63,2.16,3.86,1.775,0.0,0.0,0.0
Veg Hakka Noodles - Chings Secret - 600 g,1.0,80.67,12.0,1.0,0.0,0.0,1.224,0.0,0.0,0.0
cadbury gems -  - 7.9g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milano - parle - 1,2.0,67.0,3.2,25.8,31.5,0.0,0.48,0.0,0.0,0.0
Brown bread - Britannia - 400g,1.0,51.0,8.4,1.6,1.9,3.0,1.405,0.0,0.0,0.0
Amul Shrikand,979.0,42.0,5.3,5.0,41.0,0.0,0.0,0.0,0.0,0.0
Mango delight - pepsico - 200ml,255.0,15.0,0.2,0.0,15.0,0.0,0.005,0.0,0.0,0.0
Boost - 500g,1.0,80.0,0.0,2.5,9.5,0.0,0.0,0.0,0.0,0.0
Snickers Original Bar,2.0,58.0,9.0,24.0,47.0,55.0,1.0,0.0,0.0,0.0
Honey,1.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0
Britannia cake - 120g,1.0,50.0,5.0,17.0,26.5,0.0,0.0,0.0,0.0,0.0
potata - pran - 100g,962.0,36.0,4.0,8.0,11.0,7.0,1.225,0.0,0.0,0.0
ThumsUp,151.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Litchi Delight - Tropicana - 200 ml,226.0,13.4,0.1,0.0,13.1,0.0,0.022,0.0,0.0,0.0
Amul Chocominis - 250g,545.0,61.1,5.3,29.3,56.6,0.0,0.15,0.0,0.0,0.0
Knorr - 14g,219.0,10.3,0.6,1.1,4.15,0.5,1.303,0.0,0.0,0.0
chocolate wafer cookies,2.0,63.333,3.333,26.667,30.0,3.333,0.0,0.0,0.0,0.0
Soy beverage - Soy Milky - 1litre,163.0,0.4,0.5,1.8,0.9,1.3,0.3,0.0,0.0,0.0
MAD ANGLES - ITC - 80g,2.0,57.4,5.8,31.8,6.0,0.0,1.914,0.0,0.0,0.0
Waffy Chocolate - Dukes - 60g,2.0,0.0,46.67,23.33,0.0,70.0,0.0,0.0,0.0,0.0
Mysore Sandal Soap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot and sour soup - Ching's Secret - 55 g,1.0,74.545,5.273,1.273,29.091,0.0,21.9,0.0,0.0,0.0
Brianna treat jimjam - Britannia - 100 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Silk chocolate - Cadbury,2.0,0.1,55.3,31.4,26.0,58.5,0.0,0.0,0.0,0.0
Apple drink - johnson and Johnson - 200 ml,209.0,12.0,0.0,0.0,12.0,0.0,0.292,0.0,0.0,0.0
VitaminWater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honey Buttee Almond - Murgerbon - 200g,2.0,46.667,20.0,30.0,20.0,33.333,0.733,0.0,0.0,0.0
Hershey's cocoa powder - Hershey's Hershey's kitchens - 225 g,1.0,57.9,19.6,11.0,1.8,33.2,0.0,0.0,0.0,0.0
Himalaya honey - Apis - 500,319.0,79.5,0.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0
Puffcorn - Kurkure - 28,2.0,0.1,0.0,27.1,66.5,4.5,6.4,0.0,0.0,0.0
Appy - parle agro - 160ml,264.0,15.8,0.0,0.0,15.8,0.0,0.0,0.0,0.0,0.0
Cadbury bournville premium chocolate - 31 g,2.0,55.1,5.5,35.0,45.1,0.0,0.0,0.0,0.0,0.0
Takatak Chatpata Masala - Haldiram's - 71g,2.0,0.1,0.0,35.0,50.0,0.5,7.0,0.0,0.0,0.0
Lays Classics Salted - Lay's,2.0,51.7,7.0,35.5,2.6,0.0,0.51,0.0,0.0,0.0
Flirty Tomato Tango - Lay's - 29.5g,2.0,53.2,7.1,33.5,5.1,0.0,1.718,0.0,0.0,0.0
Curls Crax - 23g,1.0,62.0,6.3,24.0,2.3,0.0,3.45,0.0,0.0,0.0
Bisleri - 500ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balaji Wafers - 35 g,2.0,58.1,4.8,30.5,8.1,0.0,0.0,0.0,0.0,0.0
Moong Dal - Haldiram's - 35 g,1.0,50.66,21.31,20.93,0.0,0.0,0.4,0.0,0.0,0.0
Bhujia Sev - Haldiram's - 150 grams,2.0,38.0,12.0,44.0,0.0,4.0,1.95,0.0,0.0,0.0
Chocos Fills - kellogg's - 250 g,527.0,72.0,7.0,14.0,30.5,5.0,0.75,0.0,0.0,0.0
Corn Flakes Original - kelloggs - 250 g,1.0,87.0,6.667,1.0,8.333,2.667,1.25,0.0,0.0,0.0
Doritos Nacho Cheese Flavours - PepsiCo - 75 g,2.0,0.1,0.0,24.9,63.8,4.3,6.4,0.0,0.0,0.0
Amul pasteurised butter - 250,418.0,0.0,0.0,11.0,0.0,0.0,0.12,0.0,0.0,0.0
Maggi Masala 2 Minute 2 Noodles - 280 GM - Nestle - 70g,1.0,63.5,8.0,15.7,2.2,3.6,11.72,0.0,0.0,0.0
Tulsi green tea tea by - Organic India - 43.75 g,536.0,15.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
Teriyaki Dip Sauce Marinade - Marks & Spencer - 305 g,711.0,39.4,2.0,0.3,33.9,0.8,2.58,0.0,0.0,0.0
Diet Coke Can - 200ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Protein Powder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oreo Cream Biscuit - Cadbury - 120 g,2.0,71.4,5.3,19.7,38.0,0.0,1.05,0.0,0.0,0.0
FRUIT N' NUT Dark Chocolate - Amul - 150g,2.0,0.0,0.0,32.5,46.7,38.3,7.2,0.0,0.0,0.0
Sprite - 2.25l,0.978,3.42,3.42,1.47,2.44,1.96,2.44,0.0,0.0,0.0
Red Chilli Sauce,837.0,40.0,0.0,0.0,20.0,0.0,6.0,0.0,0.0,0.0
Glucon-D - 125gm,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Masala Oats - Saffola - 500 g,1.0,71.8,9.9,7.2,5.7,12.9,6.005,0.0,0.0,0.0
Monster Energy Drink - 100000000000000 ml,699.0,42.0,0.0,0.0,39.0,0.0,0.408,0.0,0.0,0.0
masala munch - PepsiCo India holdings Pvt.Ltd - 44g,2.0,0.1,0.0,33.7,56.8,1.7,6.4,0.0,0.0,0.0
Real Fruit Power Pomegranate - Dabur - 1 l,226.0,0.0,0.0,0.0,13.5,13.5,0.1,0.0,0.0,0.0
Bisleri Water - 250ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Party Snack - Tong Garden,2.0,50.0,20.0,23.333,6.667,10.0,1.083,0.0,0.0,0.0
Amul Dark chocolate - 150g,2.0,51.4,6.4,33.1,85.5,0.0,95.0,0.0,0.0,0.0
Chocapic,1.0,73.3,8.6,4.6,24.9,8.0,0.22,0.0,0.0,0.0
Kabuto Noodles Chicken Ramen,297.0,13.1,2.6,0.9,2.0,0.7,0.9,0.0,0.0,0.0
Jelly Belly Gourmet Jelly Beans - 4 lbs,1.0,93.333,0.0,0.0,70.0,0.0,0.083,0.0,0.0,0.0
Saffola oats,25.0,66.8,12.6,1.6,0.5,10.4,0.0,0.0,0.0,0.0
Thums up - thumbs up - 250 ml,163.0,9.7,0.0,0.0,9.5,0.0,0.055,0.0,0.0,0.0
Haldiram moong dal - 200 g,1.0,50.66,21.3,20.93,0.0,7.52,0.063,0.0,0.0,0.0
Goody - 340g,753.0,0.1,2.0,15.0,8.0,4.0,7.0,0.0,0.0,0.0
Coke - Coca-Cola - 750cl,184.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
Hide & Seek - PARLE - 120g,2.0,73.4,5.9,18.0,32.2,0.0,0.0,0.0,0.0,0.0
Sweetened multi grain cereal with marshmallows - Kellogg's,1.0,0.0,0.0,3.45,0.0,0.0,89.66,0.0,0.0,0.0
Dark Fantasy - Sunfeast - 20g,2.0,0.1,0.0,25.0,63.9,37.6,5.7,0.0,0.0,0.0
Kinley Mineral Water - 1 l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurkure Masala Munch - 95 g,2.0,55.2,6.4,34.6,1.4,0.0,2.23,0.0,0.0,0.0
Coke - Coca-Cola - 355 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
Rillettes de saumon - Le Père Eugène,849.0,1.7,13.6,15.6,1.1,0.0,0.8,0.0,0.0,0.0
Chyawanprash with Saffron - Patanjali - 500 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creme fraiche - Delhaize - 250 ml,900.0,5.1,2.3,20.2,3.2,0.3,0.1,0.0,0.0,0.0
Milk Bikis -  - 200 g,2.0,68.0,7.0,22.0,31.5,0.0,0.0,0.0,0.0,0.0
Отруби хрустящие - Диетмарка - 200 g,879.0,30.0,15.0,3.5,0.0,45.0,0.0,0.0,0.0,0.0
Bonbons longs gélifiés qui piquent - U - 200 g,1.0,79.0,2.7,2.5,55.0,0.8,0.53,0.0,0.0,0.0
Chocolate - Cadbury - 20 g,2.0,64.2,5.6,27.9,61.0,0.0,0.231,0.0,0.0,0.0
Cantucci Toscani - Fine food - Coop - 250 g e,1.0,64.0,12.0,18.0,24.0,3.0,0.775,0.0,0.0,0.0
3760290000000,1.0,35.8,11.9,18.6,11.4,0.0,0.0,0.0,0.0,0.0
La Trappe Isidor - Brasserie Koningshoeven - 33 cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biere abbaye St Erwann 7° - Britt - 12*25 cl,192.0,2.2,0.6,2.2,0.6,0.0,0.0,0.0,0.0,0.0
Ketchup P'tits Heinz - 280 ml - 310 g,336.0,16.7,1.7,0.4,15.9,0.0,2.3,0.0,0.0,0.0
Nescafe Classic Pure Coffee - Nestle - 25 g,42.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
Haldiram's Moong Dal - 200g,1.0,0.0,0.0,20.0,0.0,51.43,5.7,0.0,0.0,0.0
Dairy milk chocolate - cadbury - 13.2g,2.0,64.1,5.9,27.7,61.2,2.0,0.254,0.0,0.0,0.0
Smiles - Mc Cain - 750 g,803.0,27.58,2.97,7.73,0.4,0.0,0.0,0.0,0.0,0.0
Crousty chicken - Le gaulois,873.0,16.0,19.0,7.2,1.4,1.5,1.3,0.0,0.0,0.0
Boost Plain - 500 g,320.0,16.4,0.0,0.5,1.9,0.0,0.0,0.0,0.0,0.0
Potato Chips Salt & Vinegar Flavour - Lay's,2.0,46.0,7.4,36.0,0.7,5.2,2.278,0.0,0.0,0.0
Potato Chips Salted - Lay's - 36 g,2.0,46.0,7.4,36.0,0.7,5.2,1.341,0.0,0.0,0.0
50-50 - Britannia - 50g,2.0,60.0,7.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0
Veg hakka -,1.0,78.0,12.667,1.0,0.0,0.0,1.208,0.0,0.0,0.0
Lays -  - 55 g,1.0,30.769,3.846,21.154,1.923,0.0,1.361,0.0,0.0,0.0
Tata salt - 1kg,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.0,0.0,0.0
Royco Minutesoep X3 Groenten Supreme,151.0,4.4,0.6,1.6,0.6,0.0,0.85,0.0,0.0,0.0
Acras de morue - Carrefour - 160 g,917.0,21.0,8.4,10.0,3.5,3.2,1.7,0.0,0.0,0.0
Amul Cheese chiplet - 200g,1.0,70.0,0.0,28.0,0.0,0.0,20.0,0.0,0.0,0.0
Rooh Afza - hamdard - 750 ml,1.0,100.0,0.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0
Huile D'olive  Vierge extra - Cauvin,3.0,81.0,0.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0
Taboulé à l'orientale - 250 g,854.0,25.0,4.3,9.3,3.8,0.0,1.2,0.0,0.0,0.0
Cadbury Dairy Milk Chocolate - 24g,2.0,60.4,8.1,28.9,57.3,0.0,0.396,0.0,0.0,0.0
amul taaza toned milk - 500 ml,3.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Tamari soya sauce - Lima - 1 l,402.0,5.3,12.0,0.0,1.7,0.9,10.3,0.0,0.0,0.0
Noix de cajou nature - Boni - 250 g,2.0,27.0,18.0,44.0,5.9,3.3,0.03,0.0,0.0,0.0
Amul butter - 100.0 g,3.0,0.0,0.5,80.0,0.0,0.0,2.09,0.0,0.0,0.0
FROOTI - Parle Agro - 600 ml,272.0,16.2,0.0,0.0,15.8,0.0,0.0,0.0,0.0,0.0
Parle - 22g,0.0,0.0,0.1,0.0,0.0,9.2,0.0,0.0,0.0,0.0
Ritter Sport Noir Noisettes Entières - 100 g,2.0,19.0,0.0,40.0,40.0,37.0,8.2,0.0,0.0,0.0
Nutella & Go! - 48 g e,2.0,62.0,7.4,25.0,42.3,0.0,0.686,0.0,0.0,0.0
coco cola company - sprite - 250 ml,205.0,12.2,0.0,0.0,11.7,0.0,0.025,0.0,0.0,0.0
Aashirvaad - ITC - 5Kg,1.0,77.4,10.8,1.8,5.6,11.1,0.0,0.0,0.0,0.0
Maggi Masala Noodles - Nestle - 140g,1.0,63.5,8.0,15.7,1.2,3.6,2.931,0.0,0.0,0.0
Buttermilch - Dessert - Sachsen Milch - 200 g,452.0,13.4,3.6,4.1,12.9,0.0,0.17,0.0,0.0,0.0
masala - Lay's - 30g,2.0,0.1,0.0,33.1,53.4,2.5,6.9,0.0,0.0,0.0
San remo vegeroni shapes 375g - Unknownn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chocolate syrup - Hershey's - 200g,1.0,66.6,1.27,0.56,63.7,0.0,6.0,0.0,0.0,0.0
Coffee - nescafé - 50g,4.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Sunfeast Dark Fantasy Choco Fills -  - 20,2.0,63.9,5.7,25.0,37.6,0.0,0.1,0.0,0.0,0.0
Amul Taaza - 1L,243.0,0.0,3.0,3.0,0.0,0.0,4.8,0.0,0.0,0.0
Barritas alteza de platano y chocolate,1.0,69.0,5.8,13.0,29.0,0.0,0.4,0.0,0.0,0.0
Maggi 2-minutes Noodles - 70 g,1.0,0.24,3.9,15.7,44.5,5.0,10.4,0.0,0.0,0.0
MARCO CRUNCHY PEANUT BUTTER - 410 g,874.0,6.0,8.0,17.0,2.0,1.0,0.162,0.0,0.0,0.0
Peanut butter creamy - Dr.Oetker FunFood - 925 g,2.0,19.3,26.3,51.0,7.5,0.0,0.0,0.0,0.0,0.0
American Style Cream & Onion - Lay's - 24g,2.0,51.6,7.8,34.0,2.0,0.0,1.885,0.0,0.0,0.0
Fresh Tomato Ketchup - Kissan - 950g,3.0,204.0,8.67,4.4,195.0,4.0,2.4,0.0,0.0,0.0
Passendale classic - 190g (5*38g),1.0,0.0,23.0,29.0,0.0,0.0,1.5,0.0,0.0,0.0
Crousti Bistro Express - Findus,854.0,29.0,3.2,7.8,0.5,2.4,0.0,0.0,0.0,0.0
Chicken noodles - Maggi - 71 G,1.0,64.9,8.5,15.6,1.7,2.0,3.138,0.0,0.0,0.0
"Pepsi - 1,5 L",176.0,10.4,0.0,0.0,10.4,0.0,0.01,0.0,0.0,0.0
Diet coke - The Coca-Cola Company - 500 ml,1.6,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
Heinz Tomato ketchup - 400ml,435.0,23.2,1.2,0.1,22.8,0.0,1.8,0.0,0.0,0.0
Chips barbecue - Lay's - 130 g,2.0,52.0,6.4,32.0,2.8,4.4,1.3,0.0,0.0,0.0
Hot tea (Garam Chai),16.14,2.58,0.39,0.53,2.58,0.0,3.12,14.2,0.02,0.5
Instant coffee,23.16,3.65,0.64,0.75,3.62,0.0,4.92,20.87,0.06,1.51
Espreso coffee,51.54,6.62,1.75,2.14,6.53,0.0,13.98,58.1,0.15,1.51
Iced tea,10.34,2.7,0.03,0.01,2.7,0.0,0.23,1.18,0.02,5.95
Raw mango drink (Aam panna),35.92,9.05,0.16,0.03,7.49,0.61,79.82,7.08,0.14,45.3
Fruit Punch (with fresh juices),36.12,9.38,0.14,0.03,9.25,0.06,2.63,5.07,0.1,41.44
Fruit Punch (with squashes),23.13,5.99,0.07,0.02,5.88,0.17,2.26,3.3,0.06,15.08
Lemonade,20.8,5.48,0.03,0.01,5.47,0.02,28.52,1.84,0.05,5.27
Lem-o-gin,21.52,5.55,0.08,0.03,5.38,0.13,28.13,2.2,0.09,5.68
Cumin infused water (Jeere/Zeere ka pani),9.09,1.86,0.17,0.11,1.46,0.46,189.6,10.84,0.32,3.61
Coco pine cooler,32.75,5.72,0.56,1.0,5.52,0.26,23.2,17.81,0.13,10.67
Summer cooler,22.43,5.43,0.37,0.04,5.21,0.2,1.57,8.13,0.28,103.5
Hot cocoa,90.1,9.23,3.36,4.56,9.01,0.0,24.2,113.66,0.31,3.62
Cold coffee with ice cream,67.85,11.24,1.57,2.11,11.18,0.01,13.84,53.29,0.12,2.53
Banana milkshake (Kele milkshake),65.31,9.15,1.84,2.37,7.96,0.26,13.61,62.64,0.13,6.84
Mango milkshake (Aam milkshake),56.9,7.23,1.73,2.35,7.15,0.26,13.27,62.33,0.15,20.1
Pineapple milkshake (Ananas milkshake),55.72,7.62,1.66,2.23,7.6,0.0,14.05,59.92,0.11,10.22
Orange milkshake (Narangi milkshake),57.42,7.11,1.86,2.52,7.08,0.0,14.63,67.42,0.11,10.82
Egg nog,97.14,8.15,4.78,5.11,8.06,0.02,40.65,102.13,0.43,4.82
Sweet Lassi (Meethi lassi),35.66,6.51,1.29,0.68,6.51,0.0,18.31,45.65,0.03,1.0
Lassi (salted),18.84,1.86,1.35,0.72,1.84,0.02,65.4,47.78,0.04,1.02
Cheese and chilli sandwich ,218.11,27.4,6.8,9.78,2.38,2.08,437.5,113.79,0.99,12.3
Egg sandwich (Ande ka sandwich),285.96,29.16,8.69,15.8,1.86,1.88,461.67,110.13,1.44,0.0
Cucumber sandwich (Kheere ka sandwich),188.6,25.77,4.8,8.0,1.64,2.45,362.64,87.84,1.02,1.53
Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),257.71,29.1,8.2,12.8,4.1,2.33,571.96,199.73,1.04,3.64
Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),243.32,26.92,7.92,12.27,2.85,1.97,549.71,191.2,1.0,3.16
Chicken sandwich,253.27,25.38,13.12,11.75,1.6,1.64,389.67,89.56,1.19,0.0
Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),291.43,28.54,9.53,16.14,2.82,4.03,364.99,94.03,1.58,3.16
Rainbow sandwich,272.75,34.26,7.75,12.54,4.05,2.1,612.49,172.04,1.2,1.01
Club sandwich ,235.32,18.51,7.31,15.12,2.01,1.81,461.66,115.68,0.86,6.0
Vegetarian club sandwich,198.33,19.68,5.45,11.33,2.08,2.06,305.36,122.44,0.77,6.0
Pin wheel sandwich,311.52,14.0,8.77,24.93,1.45,0.93,374.39,67.75,1.36,0.0
Carrot apple sandwich (Gajar aur seb ka sandwich),214.11,29.04,5.3,9.12,5.3,3.66,302.88,118.05,1.8,2.7
Salami sandwich,255.59,21.54,8.7,15.51,2.0,1.97,662.75,73.54,1.11,1.25
Vegetable and mayonnaise sandwich,244.26,23.2,4.47,15.4,2.35,2.35,342.7,79.53,0.91,12.9
Egg and tomato sandwich (Ande aur tamatar ka sandwich),222.11,25.9,7.66,10.51,2.09,1.77,423.26,95.71,1.3,1.98
Sweet open sandwich,244.25,39.24,4.99,8.15,12.23,2.36,205.27,85.18,1.15,1.65
Mushroom and cheese sandwich (toasted),227.42,21.01,7.79,13.01,2.11,2.28,456.57,172.35,0.84,0.0
Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),224.58,21.42,6.82,12.95,2.67,1.78,457.94,169.22,0.82,6.32
Pea potato sandwich (toasted) (Matar aloo ka sandwich),164.9,25.17,4.6,5.43,1.33,2.89,262.63,64.15,1.11,14.11
Paneer pea sandwich (toasted) (Paneer matar ka sandwich),249.56,24.05,12.4,11.98,6.4,2.12,268.9,274.1,1.26,4.85
Chicken sandwich (toasted),167.37,18.82,12.08,5.32,2.13,1.64,327.55,99.99,0.99,12.97
Pea keema sandwich (toasted) (Matar aur keema ka sandwich),171.78,20.26,11.06,5.61,1.94,2.45,290.07,70.79,1.51,5.5
Classic club sandwich,200.83,18.49,6.74,11.56,1.86,1.62,277.49,107.73,1.09,16.19
Sesame toast,495.19,11.15,1.9,49.38,1.46,1.32,128.78,43.44,0.72,6.92
Cracked wheat porridge (Meetha daliya),81.57,8.87,2.64,4.08,5.12,0.62,15.89,75.88,0.32,5.03
Semolina porridge (Suji/Rava daliya),100.89,12.39,3.75,4.08,7.54,0.7,23.21,108.52,0.36,5.03
Oatmeal Porridge,72.85,8.77,2.6,3.22,5.2,0.39,16.14,76.83,0.28,5.03
Cornflakes with milk,117.33,14.95,3.59,5.12,9.97,0.78,26.55,106.47,0.42,4.82
Rice flakes (Chiwda/Aval),112.44,15.57,3.62,3.99,7.28,0.37,22.4,103.15,0.62,4.82
Wheat flakes,112.44,15.57,3.62,3.99,7.28,0.37,22.4,103.15,0.62,4.82
Murmura (Puffed rice),113.32,15.67,3.62,4.04,7.31,0.28,22.52,103.79,0.63,4.82
Puffed wheat (Murmure/Moori),113.32,15.67,3.62,4.04,7.31,0.28,22.52,103.79,0.63,4.82
Boiled egg (Ubla anda),45.35,0.12,4.43,3.04,0.0,0.11,170.94,17.75,0.64,0.0
Fried Egg ,223.67,0.31,11.59,19.62,0.0,0.29,446.96,46.4,1.69,0.0
Poached egg,123.87,0.37,11.98,8.19,0.05,0.3,1163.07,48.24,1.75,0.0
Scrambled egg (Ande ki bhurji),155.97,1.35,10.29,12.21,1.08,0.24,374.66,64.59,1.42,0.3
Baked egg ,218.85,15.42,11.88,12.65,1.66,1.03,523.29,164.05,1.48,0.0
Plain omelette/omlet,272.41,0.64,9.66,25.74,0.51,0.12,226.18,48.4,1.35,0.3
Stuffed egg omelette/omlet,203.51,2.3,8.6,17.77,1.57,0.75,267.19,89.91,0.91,8.29
Pancake,203.36,20.49,5.68,10.82,3.32,0.65,143.7,79.49,0.69,0.5
Keema pancake,176.27,9.56,9.01,11.25,2.2,0.84,125.4,40.96,0.93,4.64
Vegetable pancake,125.18,12.24,3.87,6.57,2.09,2.48,116.69,42.89,0.79,20.63
Jam and fruit pancake,162.02,20.73,3.79,7.01,7.85,1.21,93.09,54.06,0.52,6.48
Khoa and coconut pancake,271.98,27.32,6.98,15.29,16.47,1.65,101.0,157.22,1.12,0.73
Brown stock,21.32,0.25,1.95,1.38,0.14,0.09,44.6,17.16,0.3,1.5
Vegetable stock,17.6,0.96,0.3,1.38,0.44,0.38,49.75,5.08,0.12,7.58
Chicken stock,29.88,0.37,3.69,1.51,0.2,0.1,58.58,3.57,0.18,0.84
Clear tomato soup (Tamatar ka soup),80.07,3.45,4.79,12.22,1.44,1.96,5135.74,29.05,1.14,53.16
Lentil soup,31.17,3.94,9.65,11.68,1.06,2.57,10418.84,40.57,2.26,17.9
Chicken consomme (Clear chicken soup),47.94,1.19,11.47,12.02,0.54,1.57,8953.64,35.48,1.82,2.1
Cream of tomato soup,97.81,3.93,4.61,13.12,1.81,1.38,4461.22,39.61,0.95,53.23
Cream of green peas soup,127.84,6.75,7.13,14.78,1.61,2.95,4999.7,51.01,1.48,52.28
Cream of spinach soup,100.54,3.45,5.21,13.31,1.13,1.74,4429.81,70.77,2.1,63.34
Cream of mixed vegetable soup,59.65,4.93,6.84,9.05,2.1,2.14,5655.45,65.26,1.36,39.02
Cream of mushroom soup,117.28,3.74,6.64,15.5,1.93,1.34,5276.06,70.56,1.81,5.79
Chicken sweet corn soup,28.32,1.63,14.48,12.59,0.27,0.47,12205.33,91.5,3.83,2.02
Minestrone soup,42.66,3.71,9.3,11.09,1.01,1.92,8875.06,53.55,1.82,19.43
Egg drop soup,26.64,1.1,12.93,13.52,0.6,0.81,12418.84,100.14,3.93,8.51
Chinese cabbage and meat ball soup,484.31,1.43,5.21,56.57,0.37,0.57,4249.41,41.07,1.52,16.72
French onion soup,55.61,4.28,11.41,14.39,1.5,1.01,11202.89,106.22,3.52,5.35
Hot and sour soup,31.51,1.78,3.12,1.31,0.66,0.6,163.26,10.68,0.43,24.59
Talaumein soup,35.63,4.17,10.12,12.78,0.77,1.94,11088.14,42.33,2.23,12.62
Cold cucumber soup (Thanda kheere ka soup),48.03,4.58,2.99,1.99,3.34,0.88,121.32,99.79,0.32,5.05
Cold summer garden soup,49.19,2.65,8.57,14.08,0.46,1.86,9919.62,43.93,2.13,16.3
Chapati/Roti,202.31,35.65,5.88,3.56,1.0,6.31,1.16,17.22,2.28,0.0
Plain parantha/paratha,298.3,30.69,5.06,16.86,0.86,5.43,62.07,14.81,1.98,0.0
Potato parantha/paratha (Aloo ka parantha/paratha),205.04,23.92,3.7,10.22,1.15,4.18,127.2,17.38,1.52,7.98
Radish parantha/paratha (Mooli ka parantha/paratha),183.52,20.54,3.3,9.53,1.31,4.32,127.03,23.75,1.39,8.44
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),178.07,18.84,3.73,9.47,1.15,4.68,190.03,22.0,1.59,17.61
Dal parantha/paratha,268.24,30.03,6.78,13.05,1.43,6.46,156.13,23.89,2.45,1.8
Sprouted moong parantha/paratha,228.59,24.31,4.29,12.43,1.47,4.49,153.94,20.33,1.94,2.0
Pea parantha/paratha (Matar ka parantha/paratha),190.73,21.51,5.59,8.8,1.29,5.61,109.99,23.49,1.78,17.8
Keema parantha/paratha,238.09,18.36,9.41,13.91,0.99,3.44,140.62,19.35,1.8,1.8
Paneer parantha/paratha,262.97,24.33,7.98,14.62,3.77,4.0,142.52,127.65,1.7,1.69
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),216.49,21.39,5.54,12.09,1.31,4.39,177.19,33.07,1.85,6.65
Poori,737.63,8.22,1.35,77.61,0.23,1.46,31.73,3.98,0.6,0.0
Spinach poori (Palak poori),684.25,7.76,1.42,71.86,0.24,1.55,35.47,10.02,0.79,3.03
Methi poori,710.02,7.98,1.45,74.6,0.26,1.61,35.37,14.61,0.81,2.91
